,text,entity_indices,entities,labels,relations,edges
4152,The Rosewill LCD/plasma screen cleaner came with a bottle full of solution and a cloth and a spray bottle to put the solution in,"(8, 11)","['bottle', 'solution']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
4153,The bull is grazing at the hay pen by the barn at a farm in the Mennonite Heritage Village,"(10, 13)","['barn', 'farm']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4154,You needed a glamour cat to purr in this kennel of hungry hounds,"(9, 12)","['kennel', 'hounds']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4155,In the 50s as the postwar generation lived lives of Leave It to Beaver a subculture of beatniks and musicians was busy being mischievous irreverent impulsive drunken and sex-obsessed breaking the social mores that came along with Ike and the Baby Boom,"(15, 17)","['subculture', 'beatniks']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4156,The laboratory made elementary mistakes in the production of the magnets and their anchors that made them insecure once the system was operational,"(1, 10)","['laboratory', 'magnets']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
4157,The first thought we had was to set up the bank of monitors and simply feed a bright and unusual color to it such as green and then use the greenscreened monitors to later add video of our choosing,"(10, 12)","['bank', 'monitors']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4158,A British prison escapee who taunted police over the internet has established a following of more than 32000 fans on Facebook,"(3, 13)","['escapee', 'following']",Other,['Other'],NA
4159,Unlike modern tunnels the brothers placed their fan at the entrance of the tunnel,"(10, 13)","['entrance', 'tunnel']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4160,A new trial injection was inserted into a leg or an arm vein,"(3, 12)","['injection', 'vein']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4161,The purpose of the focus groups was to determine user needs wants and concerns early and progressively throughout the development of the prototype,"(5, 10)","['focus groups', 'needs']",Other,['Other'],NA
4162,The second sentence tells us about heart disease which is an illness of late middle age and old age,"(2, 7)","['sentence', 'disease']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4163,The port side of a vessel is indicated with a red navigation light at night,"(2, 12)","['side', 'light']",Other,['Other'],NA
4164,More than 4500 tons of nitrogen oxides annually -- a pollutant that causes smog acid rain and contributes to asthma attacks and other breathing problems,"(10, 15)","['pollutant', 'rain']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4165,This section outlines the duties of the Trust with respect to setting the BBC editorial standards,"(1, 4)","['section', 'duties']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4166,Addiction and poverty lead to neglect and abuse,"(0, 5)","['Addiction', 'neglect']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4167,It includes acts such as a chap who plays jigs on the fiddle while balancing on a rope,"(6, 12)","['chap', 'fiddle']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4168,We also showed the presence of 226n-3 in the liver and brain of weanling rats,"(9, 14)","['liver', 'rats']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4169,The juvenile tawny owls were released into four woodland locations,"(3, 9)","['owls', 'locations']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4170,Ahead of her the young woman stops again and is leaning over the heavy iron railing of the bridge,"(15, 18)","['railing', 'bridge']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4171,The children ate the cake with a spoon,"(1, 7)","['children', 'spoon']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4172,With medical ghostwriting pharmaceutical companies pay both professional writers to produce papers and then pay other scientists or physicans to attach their names to these papers before they are published in a medical or scientific journals,"(8, 11)","['writers', 'papers']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
4173,I had three of the eights against a flush of clubs,"(8, 10)","['flush', 'clubs']",Other,['Other'],NA
4174,The nation emerged from President George W Bush eight years in office more dependent on oil than ever before,"(1, 9)","['nation', 'years']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4175,He has inherited susceptibility to certain cancers,"(3, 6)","['susceptibility', 'cancers']",Other,['Other'],NA
4176,The swelling of the vocal fold mucosa is caused by smoking,"(1, 10)","['swelling', 'smoking']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4177,In conclusion incubation of the aorta produces a specific reduction in agonist-evoked contraction,"(2, 9)","['incubation', 'reduction']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4178,Making a slow cook turkey in the crock pot is pretty similar to making one in the oven,"(4, 8)","['turkey', 'crock pot']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
4179,The celebrity arrived to crash the party,"(1, 6)","['celebrity', 'party']",Other,['Other'],NA
4180,Everyone including the chef is a oldier first and radesman second and troops find themselves eating a meal cooked by the same chef who supported them out on patrol or fired mortars in the same mission,"(17, 22)","['meal', 'chef']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
4181,His stories range from near future predictions to far future far space improvisations,"(1, 5)","['stories', 'future']",Other,['Other'],NA
4182,We owe it to ourselves to separate the riffraff from riffraff of less unsavory characteristics,"(10, 14)","['riffraff', 'characteristics']",Other,['Other'],NA
4183,In this study we examined the suspension of solid particles in a vessel equipped with dual traditional impellers,"(9, 12)","['particles', 'vessel']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
4184,The warmouth for example was in a bin next to some nearly translucent banded pygmy sunfish,"(1, 7)","['warmouth', 'bin']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
4185,I quickly glanced around to see if the tow crew was near yet and then kissed the rim of the cockpit,"(17, 20)","['rim', 'cockpit']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4186,The tourism sector is sinking into deeper poverty,"(2, 7)","['tourism sector', 'poverty']",Other,['Other'],NA
4187,It was pushed on the road by another chicken which went away from the road,"(8, 14)","['chicken', 'road']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4188,Such cosmic impacts also have spread life to alien worlds,"(6, 9)","['life', 'alien worlds']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4189,It can be seen among the wild flowers growing in the lower garden of Pavilion VI,"(7, 12)","['flowers', 'garden']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4190,In recent years the issue of experimentation upon nonhuman animals has become the subject of media attention,"(4, 16)","['issue', 'attention']",Other,['Other'],NA
4191,This is a brilliant piece of work by a fellow not one person in the music press would ever have tipped to write one of the great Scottish albums of the last five years,"(4, 9)","['piece', 'fellow']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
4192,On the last day in a small shop in the Plaka the oldest quarter in Athens I bought a silver ring with Athena image carved on it,"(19, 20)","['silver', 'ring']",Other,['Other'],NA
4193,Rama Revealed 1993 is a science fiction novel by Arthur C Clarke and Gentry Lee,"(6, 7)","['science fiction', 'novel']",Other,['Other'],NA
4194,The high humidity caused by the rainfall damaged the seed of PU already mature while the good soil moisture allowed the seed of SO TO and OO to fill better,"(2, 6)","['high humidity', 'rainfall']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4195,Additionally the president won the Democratic nomination with the help of the super delegates,"(2, 9)","['president', 'help']",Other,['Other'],NA
4196,At its height the Whiskey Rebellion involved thousands of Pennsylvania farmers being taxed on rye liquor their chief export,"(14, 15)","['rye', 'liquor']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
4197,The superb location of this fortress allows us a great view over the surrounding mountains,"(2, 5)","['location', 'fortress']",Other,['Other'],NA
4198,Mount the antenna on the trunk lid at least 3 inches from the front edge,"(5, 6)","['trunk', 'lid']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4199,Their moral criticism concerns the particular social and personal context in which they appear,"(2, 9)","['criticism', 'context']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4200,This was the thought until recently when a small stand of ginkgo trees were found growing in a remote valley in China,"(9, 12)","['stand', 'trees']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4201,In the autumnal season a phalanx of storks herons or swans mounts into the heavens like an ascending pyramid to migrate from the frigid to the torrid zone,"(5, 7)","['phalanx', 'storks']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4202,In a frantic midnight e-mail to colleagues the bank senior technology manager referred to the situation as an unprecedented crisis,"(4, 11)","['e-mail', 'manager']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
4203,A giant asteroid like the one shown in this artist rendering has thrown fiery debris into Earth atmosphere,"(14, 17)","['debris', 'atmosphere']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4204,The defendant in order to prove his plea of justification produced a witness named Mary Dillon,"(1, 12)","['defendant', 'witness']",Other,['Other'],NA
4205,First the H5N1 virus has caused by far the greatest number of human cases of very severe disease and the greatest number of deaths,"(3, 17)","['virus', 'disease']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4206,The USA government handed over these detained foreign citizens to Russian boarder guards,"(8, 12)","['citizens', 'boarder guards']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4207,Overall the guide speaks about creative and dynamic interactions,"(2, 8)","['guide', 'interactions']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4208,This reflects much of the light back towards the lamp fitting,"(9, 10)","['lamp', 'fitting']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4209,In the nineteenth century modern manholes and the modern manhole cover were developed,"(9, 10)","['manhole', 'cover']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4210,Some gardeners use a thick mulch for this purpose,"(1, 5)","['gardeners', 'mulch']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4211,Many symptoms of fight or flight are caused by chemical changes in the body but these two symptoms of are caused by chronic rapid shallow breathing,"(1, 10)","['symptoms', 'chemical changes']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4212,Following step 2 in making pancake he poured the batter in the pan,"(9, 12)","['batter', 'pan']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4213,The issue of the legitimacy of Kosovo declaration of independence is now under discussion by the International Court of Justice,"(1, 13)","['issue', 'discussion']","Message-Topic(e2,e1)",['Message-Topic'],"(e2,e1)"
4214,Public brand products were donated to charities,"(2, 6)","['products', 'charities']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4215,The sensors being created inside the fiber are so tiny that the researchers mark their location with ink,"(12, 17)","['researchers', 'ink']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4216,I took this photo out of an airplane window,"(3, 8)","['photo', 'window']",Other,['Other'],NA
4217,The owner had installed the closed-end nuts with a generous dab of wheel bearing grease,"(1, 14)","['owner', 'grease']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4218,The agency spent this week auctioning off a 12-pack of beer-commercial scripts on eBay,"(8, 11)","['pack', 'scripts']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4219,The urine output of the normal adults was 1350ml,"(1, 6)","['urine', 'adults']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
4220,I was formerly a person who looked at the sky expecting only the usual clutter of planes stars and the occasional blinking satellite,"(14, 16)","['clutter', 'planes']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4221,This plane arrives into the international airport in Melbourne,"(1, 6)","['plane', 'airport']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4222,The mouse is a traditional ball mouse with 3 buttons and a scroll wheel,"(6, 13)","['mouse', 'scroll wheel']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4223,Many excellent musicians emanated from Ihe Hoosier state,"(2, 7)","['musicians', 'state']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4224,I had my hand on the hilt of the sword waiting for your signal to kill him,"(6, 9)","['hilt', 'sword']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4225,We were a congregation of young people concerned about the religious education of our children as well as creating a good life in our community,"(3, 6)","['congregation', 'people']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4226,I visited other communities the builder had built,"(3, 5)","['communities', 'builder']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
4227,That box was in a chest that had been locked since at least the early 1800s,"(1, 5)","['box', 'chest']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
4228,The 1983 movie A Christmas Story captured the nation heart with a story about 1950s Middle American celebrations during the Christmas season,"(2, 17)","['movie', 'celebrations']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4229,Another product from the factory was the Scandinavian padlock Polhem locks Swedish Polhemslas,"(4, 8)","['factory', 'padlock']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
4230,A carpenter fell into an elevator shaft,"(1, 6)","['carpenter', 'shaft']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4231,Homeless teenagers return home with the help of family ties,"(1, 9)","['teenagers', 'ties']",Other,['Other'],NA
4232,The assassination resulted in extensive arrests of governmental security and criminal figures,"(1, 5)","['assassination', 'arrests']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4233,Pearls are expensive and rare many women prefer to buy a good-sized south sea pearl pendant instead of opting for a rope of pearls,"(21, 23)","['rope', 'pearls']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4234,A suitcase with some clothing in it had been left by my bed earlier in the week,"(1, 4)","['suitcase', 'clothing']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
4235,The guy cleaned the heads with a cotton swab soaked in flushing fluid changed the pad and then ran a head clean the results were amazing,"(1, 8)","['guy', 'swab']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4236,During his early period the director produced numerous documentaries including an interview with Aleksandr Solzhenitsyn and a reportage about Grigori Kozintsev flat in St Petersburg,"(5, 17)","['director', 'reportage']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
4237,Opening paragraph defines purpose of essay clearly and succinctly allows the reader to predict what follows and establishes a clear theme for essay,"(1, 3)","['paragraph', 'purpose']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4238,The storm resulted in 31 deaths and 25 million dollars damage,"(1, 10)","['storm', 'damage']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4239,I bought a silver ring from a Bass Pro Shops a hunting/fishing chain store for $53,"(3, 4)","['silver', 'ring']",Other,['Other'],NA
4240,The idea for the film came from a short story by Ward Greene entitled Happy Dan,"(1, 9)","['idea', 'story']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4241,The name of Keith Murray meant nothing to me until I was given some pottery by a friend who was leaving for America,"(14, 17)","['pottery', 'friend']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4242,The plane crashed and landed into a cemetery killing 17 children,"(1, 7)","['plane', 'cemetery']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4243,A sporting shooter in a nearby car killed her with three bullets from his gun,"(2, 11)","['shooter', 'bullets']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4244,His portrait appears in innumerable paintings in the National Gallery sometimes with his mother in a supporting role,"(1, 5)","['portrait', 'paintings']","Message-Topic(e2,e1)",['Message-Topic'],"(e2,e1)"
4245,The first involved representation in congress of different-sized states,"(5, 8)","['congress', 'states']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4246,One examination paper was in physical geography the other in political geography,"(2, 6)","['examination paper', 'physical geography']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4247,Obama economic policies are turning into a global disaster,"(2, 8)","['policies', 'disaster']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4248,The desert temperature at the time of her death was 110 degrees but a bottle with water in it was found with her body raising doubts on dehydration as a cause of death,"(14, 16)","['bottle', 'water']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
4249,I found a lover with a slow hand,"(3, 7)","['lover', 'hand']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4250,On his journeys around the world Yasser Arafat was in the habit of taking a suitcase full of cash for emergency cases,"(15, 18)","['suitcase', 'cash']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
4251,The egg was pushed into the bottle,"(1, 6)","['egg', 'bottle']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4252,I had enough plywood left over from previous jobs to build the box and there was a nylon tow strap stored behind the seat of the truck,"(23, 26)","['seat', 'truck']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4253,Environmentalists utilities and green businesses are turning to behavioral economics,"(0, 9)","['Environmentalists', 'economics']",Other,['Other'],NA
4254,The original play was inspired by a trip to Europe made by Murray Burnett in 1938,"(2, 7)","['play', 'trip']",Other,['Other'],NA
4255,His big slouch hat even was cocked jauntily over the bed post,"(10, 11)","['bed', 'post']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4256,In some cases however teachers have been given sole responsibility for a class of thirty students with as many as ten having disabilities,"(12, 15)","['class', 'students']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4257,The plane took off from an airport in Duval County Florida on Saturday,"(1, 6)","['plane', 'airport']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4258,Harry Loper had provided the automobile that the sheriff used to get the two men out of harm way,"(5, 8)","['automobile', 'sheriff']","Instrument-Agency(e1,e2)",['Instrument-Agency'],"(e1,e2)"
4259,The dancer has arrived into the studio,"(1, 6)","['dancer', 'studio']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4260,Scientists have discovered for the first time a dinosaur with shelled eggs inside her belly,"(11, 14)","['eggs', 'belly']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
4261,There has been abuzz in recent weeks about the arrival of a diminutive new laptop from a little-known hardware manufacturer,"(14, 19)","['laptop', 'manufacturer']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
4262,The servant who carves removes the fat with a spoon,"(1, 9)","['servant', 'spoon']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4263,The supreme court has applied the protections of this amendment to the states through the Due Process Clause of the Fourteenth Amendment,"(2, 12)","['supreme court', 'states']",Other,['Other'],NA
4264,The pizza dough was in a bin on the floor,"(2, 6)","['pizza dough', 'bin']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
4265,These species migrated into the fallow land,"(1, 6)","['species', 'land']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4266,Most importantly the increase in BOLD activity in these regions was independent of the motor system that the participants used to express their decision,"(15, 18)","['system', 'participants']","Instrument-Agency(e1,e2)",['Instrument-Agency'],"(e1,e2)"
4267,In the end what was left of the city was miles from the sea and many of the inhabitants left swampy lowland to live in the surrounding hills,"(10, 13)","['miles', 'sea']",Other,['Other'],NA
4268,In the foreground the illustration shows a sailor with a musket standing on the shore,"(7, 10)","['sailor', 'musket']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4269,Each club member flew his flock or kit of twenty pigeons to be judged for twenty minutes,"(7, 10)","['kit', 'pigeons']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4270,Thus evaluating capital punishment as a form of retribution is reduced by Sellin to merely estimating the proportion of capital murders that result in execution,"(20, 24)","['murders', 'execution']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4271,This website is dedicated to providing quality addiction related information and drug and alcohol treatment program listings,"(7, 9)","['addiction', 'information']","Message-Topic(e2,e1)",['Message-Topic'],"(e2,e1)"
4272,In recent years there have been many advances in the use of opioids for cancer pain,"(12, 15)","['opioids', 'pain']",Other,['Other'],NA
4273,The authors propose galaxy clusters as a tool for cosmology,"(4, 9)","['clusters', 'cosmology']",Other,['Other'],NA
4274,Dizziness was caused by whiplash and head injury,"(0, 7)","['Dizziness', 'injury']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4275,When fur coats were popular a richness of martens were sacrificed to make one coat,"(6, 8)","['richness', 'martens']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4276,Five neighbors used snow blowers to clear the road ahead while the other neighbors dug out the snow around the ambulance with snow shovels,"(13, 17)","['neighbors', 'snow']",Other,['Other'],NA
4277,The hull caused a scratch on the eye and that is why it not healing all the way,"(1, 4)","['hull', 'scratch']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4278,In one e-mail climate scientist Benjamin Santer commented on a request for data and correspondence from science blogger Stephen McIntyre,"(2, 10)","['e-mail', 'request']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4279,The massacre resulted in a local and international onslaught,"(1, 8)","['massacre', 'onslaught']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4280,Our ancestors have passed on knowledge to descendants,"(5, 7)","['knowledge', 'descendants']",Other,['Other'],NA
4281,The necromancer wields the power of death itself a power no enemy can stand against,"(1, 4)","['necromancer', 'power']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4282,This week for example brought a public statement by the head of NOW acknowledging that the fight to have women valued for their inner beauty is essentially a wash,"(7, 10)","['statement', 'head']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
4283,Pilot-money manager who bailed out of plane over Shelby County says in letter he snapped,"(1, 6)","['manager', 'plane']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4284,Hell already offers a cornucopia of employment opportunities for anyone coming from a myriad of backgrounds but they lack name recognition,"(4, 7)","['cornucopia', 'opportunities']",Other,['Other'],NA
4285,The church is sinking into indolent obscurity,"(1, 6)","['church', 'obscurity']",Other,['Other'],NA
4286,Both colds and flu cause inflammation of the mucous membranes found in the nose throat and mouth,"(1, 5)","['colds', 'inflammation']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4287,At one point for instance attacking a large division of musketeers with a small group of lancer cavalry resulted in a massacre of the musketeers,"(8, 10)","['division', 'musketeers']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4288,The suit accuses the maker of apps like Slideshow for MySpace and Superwall for Facebook of making its unencrypted customer data available to even the least capable hacker,"(4, 6)","['maker', 'apps']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
4289,Another message is being delivered to another mail application,"(1, 8)","['message', 'mail application']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4290,A Japanese woman moved into the bloke closet,"(2, 7)","['woman', 'closet']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4291,Texas prepares for crush of executions,"(3, 5)","['crush', 'executions']",Other,['Other'],NA
4292,Constipation is the most common cause of abdominal pain in the pediatric population,"(0, 8)","['Constipation', 'abdominal pain']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4293,Insects wings are very thin so the poor insect must beat or flap their wings very fast so that they can really take off to fly,"(0, 1)","['Insects', 'wings']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4294,It is an official document providing proof of ownership of a motor vehicle,"(4, 6)","['document', 'proof']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4295,Our country is resolving the war and poverty caused by the previous administration,"(7, 12)","['poverty', 'administration']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4296,I had to battle through an aurora of polar bears to get to the station where all the trains were cancelled and the one that I finally got took 37 hours to get to London where there is no snow and it is about 20C like a summer day,"(6, 9)","['aurora', 'polar bears']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4297,22 traditional dancing ensembles participated in the festival of Razlog,"(3, 7)","['ensembles', 'festival']",Other,['Other'],NA
4298,This area is part of the association cortex regions of the brain responsible for incorporating and synthesizing information from multiple other brain regions,"(1, 7)","['area', 'cortex']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4299,Secondly the soundboard contributes much more to the timbre underneath the keyboard because it is less obscured by the piano  framework and hammer mechanism,"(19, 20)","['piano', 'framework']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4300,A man had a psychotic episode when he put his baby daughter in a microwave,"(11, 14)","['daughter', 'microwave']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4301,Doctors have inserted GHG mitigation into the prescriptions,"(4, 7)","['mitigation', 'prescriptions']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4302,No one found the handcuff key which was hidden in a small pouch in his gym shorts,"(5, 12)","['key', 'pouch']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
4303,She just poured half a bottle of water into her lunch plate and all over the table,"(7, 11)","['water', 'plate']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4304,The incoming mails are sent to queue servers,"(2, 7)","['mails', 'servers']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4305,Tina Moeckel and Gail Coakley have been with the Guild for 17 years have sons and daughters who they have danced with onstage worked with backstage and belong to a sisterhood of women dancers now lifelong friends,"(30, 33)","['sisterhood', 'dancers']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4306,For registration purposes the property in a vessel is divided into 64 indivisible shares,"(4, 7)","['property', 'vessel']",Other,['Other'],NA
4307,The Buffs once again lacked playmakers the wide receivers couldn get open the offense went away from the running game early,"(13, 19)","['offense', 'game']",Other,['Other'],NA
4308,An emerging category is podcasting in which users generate content for widespread download on portable MP3 players,"(7, 9)","['users', 'content']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
4309,The script was drawn from his own childhood when he felt that his father couldn understand his feelings and emotions,"(1, 7)","['script', 'childhood']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4310,Along with lots of padding a treat wrapped inside a towel was put inside the seat of the stuntman pants to entice the dog to bite the padded part,"(6, 10)","['treat', 'towel']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
4311,38% of the world generated electrical energy is gained from coal,"(6, 10)","['energy', 'coal']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4312,The pain was radiating from the contraction out to my hips and back and then down both my legs all the way to my toes,"(1, 6)","['pain', 'contraction']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4313,They have placed corpses into shallow graves along with stone tools,"(3, 6)","['corpses', 'graves']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4314,The problems of crime and the quality of justice have become central issues in public debate,"(1, 15)","['problems', 'debate']","Message-Topic(e2,e1)",['Message-Topic'],"(e2,e1)"
4315,Farmers till their fields with implements which Europeans know only from museums,"(0, 5)","['Farmers', 'implements']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4316,The citizens remained in their houses and only vagabonds the scum of various nationalities and spies were about women were not to be seen or only such as belonged to the dregs of society,"(10, 13)","['scum', 'nationalities']",Other,['Other'],NA
4317,Hardcore country cats are happy to live in the shed or the chicken house or a nest deep inside a straw stack,"(20, 21)","['straw', 'stack']",Other,['Other'],NA
4318,The study demonstrates that ultrasound is a reliable and great efficiency tool for the fast extraction of Korean pine seed oil,"(19, 20)","['seed', 'oil']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
4319,The fresh Muslim anger has been caused by the opening speech delivered by Pope Benedict XVI on September 12 2006,"(3, 10)","['anger', 'speech']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4320,I milked their evening drink for them and then found them asleep,"(3, 4)","['evening', 'drink']",Other,['Other'],NA
